time_internal,E_eV,x1,y1,z1,x2,y2,z2
3.452,-0.8900630586618621,0.0729769064921473,0.1021423111115628,0.0,1.1270230935078507,-0.1021423111115628,0.0
3.454,-0.8900624944175479,0.07322445304811782,0.1021626423319542,0.0,1.12677554695188,-0.1021626423319542,0.0
3.456,-0.8900619583263288,0.07345422844061993,0.10218642008479713,0.0,1.126545771559378,-0.10218642008479713,0.0
3.458,-0.8900614542046061,0.07366599497162728,0.10221369280652093,0.0,1.1263340050283708,-0.10221369280652093,0.0
3.46,-0.8900609857059429,0.07385953315383273,0.10224450546073438,0.0,1.1261404668461654,-0.10224450546073438,0.0
3.462,-0.8900605562806849,0.07403464235523782,0.10227889940577568,0.0,1.1259653576447604,-0.10227889940577568,0.0
3.464,-0.8900601691369586,0.07419114139552035,0.10231691227128335,0.0,1.1258088586044779,-0.10231691227128335,0.0
3.466,-0.8900598272036643,0.07432886909045212,0.10235857784454601,0.0,1.1256711309095462,-0.10235857784454601,0.0
3.468,-0.8900595330961092,0.07444768474091072,0.10240392596733931,0.0,1.1255523152590876,-0.10240392596733931,0.0
3.47,-0.8900592890848422,0.07454746856333833,0.10245298244390089,0.0,1.12545253143666,-0.10245298244390089,0.0
3.472,-0.8900590970682604,0.07462812205884446,0.10250576896062968,0.0,1.1253718779411537,-0.10250576896062968,0.0
3.474,-0.8900589585494678,0.07468956831852458,0.10256230301802562,0.0,1.1253104316814735,-0.10256230301802562,0.0
3.476,-0.8900588746177909,0.07473175226296863,0.10262259787530847,0.0,1.1252682477370295,-0.10262259787530847,0.0
3.478,-0.8900588459353092,0.0747546408143596,0.10268666250807398,0.0,1.1252453591856386,-0.10268666250807398,0.0
3.48,-0.8900588727286265,0.07475822300000588,0.10275450157925921,0.0,1.1252417769999923,-0.10275450157925921,0.0
3.482,-0.8900589547860588,0.07474250998660857,0.10282611542360112,0.0,1.1252574900133896,-0.10282611542360112,0.0
3.484,-0.8900590914602603,0.0747075350450309,0.1029015000456816,0.0,1.1252924649549672,-0.1029015000456816,0.0
3.486,-0.8900592816762719,0.0746533534458046,0.10298064713156037,0.0,1.1253466465541935,-0.10298064713156037,0.0
3.488,-0.8900595239448124,0.07458004228607408,0.10306354407390626,0.0,1.125419957713924,-0.10306354407390626,0.0
3.49,-0.8900598163806005,0.07448770024913669,0.10315017401044657,0.0,1.1255122997508613,-0.10315017401044657,0.0
3.492,-0.8900601567253399,0.07437644729818105,0.1032405158754662,0.0,1.125623552701817,-0.1032405158754662,0.0
3.494,-0.8900605423749793,0.07424642430625146,0.10333454446400345,0.0,1.1257535756937467,-0.10333454446400345,0.0
3.496,-0.8900609704107544,0.07409779262486871,0.10343223050830821,0.0,1.1259022073751295,-0.10343223050830821,0.0
3.498,-0.8900614376334572,0.07393073359411255,0.10353354076605288,0.0,1.1260692664058856,-0.10353354076605288,0.0
3.5,-0.8900619406003659,0.07374544799731528,0.1036384381197158,0.0,1.1262545520026828,-0.1036384381197158,0.0
3.5020000000000002,-0.8900624756641834,0.07354215546382463,0.10374688168649389,0.0,1.1264578445361735,-0.10374688168649389,0.0
